id_film,id_section,id_section2,id_section3,title,title_es,title_en,title_orig,id_country1,id_country2,id_country3,id_country4,year_,plot,synopsis_es,synopsis_en,tagline,duration,color,id_filmcolor,id_filmformat,director,id_director1,id_director2,id_director3,id_director4,id_director5,id_director6,id_director7,id_director8,id_director9,id_director10,id_director11,id_director12,id_director13,id_director14,id_genres_list,cast_,prodteam,published,contact_title,contact_person,contact_address1,contact_address2,contact_zipcode,contact_city,contact_state,contact_id_country,contact_email1,contact_email2,contact_website,contact_phone1,contact_phone2,contact_fax,contact_info,id_youtube,url_ticket,filepic1,filepic2,filepic3,filepic4,filepic5,filepic_logo,created_ts,updated_ts,id_event1,id_event2,id_event3,id_event4,duration_sec,tags,id_country5,id_country6,id_country7,id_country8
109,4,NULL,NULL,Ricardo Bär,,,,13,0,0,0,2013,NULL,"El protagonista de este documental, Ricardo Bär, es un joven evangelista de Colonia Aurora, provincia de Misiones, que se prepara para un día convertirse en pastor. Como él, la gran mayoría de los habitantes comparten una serie de particularidades: son descendientes de alemanes, devotos de la iglesia bautista y, por la cercanía con la frontera, hablan en portuñol.
Los directores del film realizan una serie de viajes a Aurora y siguen de cerca la vida de Ricardo en y con la comunidad. Este registro los lleva a encontrarse con una serie de dificultades importantes: ni el pastor ni Ricardo, ni la propia comunidad quieren que los sigan filmando. Es en esta instancia en donde se revela el gran acierto de la película: en la explicitación de esas dificultades, dilemas, diálogos, enfrentamientos y problemas con los que deben lidiar los realizadores para poder llevar adelante el film y, sobre todo, en los problemas de la relación que aparece allí entre éstos y los lugareños.
Sólo después de dar explicaciones en la iglesia, ante la comunidad y mediante un plebiscito público que los directores presencian, la película podrá continuar. Violeta Bava","Ricardo Bär, the main character in this documentary, is a young Evangelist from Colonia Aurora, in the province of Misiones, who is on a path to become a pastor one day. Like him, most of the people there share a series of characteristics: they’re descendants of Germans, devoted of the Baptist church, and due to their closeness to the border, they all speak portunhol.
The directors make a series of trips to Aurora and closely follow Ricardo’s life in and with the community. This documenting leads the directors to face a series of important difficulties: neither the pastor, nor Ricardo, nor the community wishes to be filmed anymore. At that point is where the great accomplishment of the film is revealed: in the manifestation of these difficulties, dilemmas, dialogues, conflicts, and problems the filmmakers must deal with in order to carry on with the film; and also, especially, in the problems that arise between them and the locals. 
Only after they give their explanations at the at the church, and through a public referendum they themselves witness, the film will be able to continue. VB",NULL,93,NULL,1,8,NULL,234,235,0,0,0,0,0,0,0,0,0,0,0,0,,"Ricardo Bär, Inés Bär, Samuel Bär, Diego Littmann, Fabio Fibke","G: Nele Wohlatz, Gerardo Naumann    
F: Lucas Gaynor 
E: Felip Guerrero
S: José María Avilés, Francisco Pedemonte
P: Christoph Behl, Gerardo Naumann, Nele Wohlatz 
PE: Christoph Behl, Pablo Robert
CP: Subterránea Films ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130364,ricardo_bar_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:16,27/03/2013 16:21,0,0,0,0,,NULL,0,0,0,0
110,12,NULL,NULL,Alunizar ,,Land on the Moon,,13,0,0,0,2013,NULL,"Una película-investigación: Pepa y Lucas tratan de recrear el primer paso del hombre en la luna, cuarenta años después. Pero el material de archivo les genera grandes interrogantes. Contactan a la socióloga Mirta Varela, que está escribiendo un libro sobre la televisión argentina, para así buscar el registro de la transmisión original de 1969. Aparecen entonces reflexiones sobre los mecanismos de la transmisión en vivo y en directo y del contexto televisivo. Surge una teoría conspirativa. ¿Es posible que no se haya visto nunca el primer paso del hombre en la luna, sino siempre el segundo? Pepa y Lucas quieren ir más allá y buscan aficionados a la temática lunar, ufólogos, patafísicos y otros especialistas para seguir preguntando sobre los pasos en la luna. Salvador Dalí proponía el método crítico paranoico para abordar aquellas imágenes con una alta carga obsesionante. Alunizar es algo así como una amable y pertinaz puesta en práctica de ese método: un ameno recorrido arborescente que no sólo pone en escena un tema curioso, sino también la pulsión por saber siempre algo más, nacida de una saludable desconfianza frente a las imágenes que genera nuevas imágenes. Javier Porta Fouz
","An investigation-film: Pepa and Lucas are trying to recreate man’s first step on the moon, forty years later. But the archive footage triggers lots of questions. They contact sociologist Mirta Varela, who is writing a book about Argentine TV, in order to search for the record of the original 1969 broadcast. Reflections on the mechanisms of live broadcast and the TV context start to appear. A conspiracy theory arises. Is it possible that people never saw the first human step on the moon, but the second? Pepa and Lucas want to go beyond that so they look for moon aficionados, ufologists, pataphysicists, and other specialists in order to keep posing the question about the steps on the moon. Salvador Dalí used to suggest the critical-paranoid method to address those images that are the cause of so many obsessions. Alunizar is kind of a nice and obstinate exercise of that method: a pleasant, arborescent tour that stages not only a curious subject, but also the drive of wanting to know more –born out of a healthy mistrust of the images that results in new images. JPF",NULL,100,NULL,3,8,NULL,13,367,0,0,0,0,0,0,0,0,0,0,0,0,,"Mirta Varela, Franco Fugazza, Gonzalo Aguilar, Mónica Cahen D’anvers, Graciela Guiñazú","G: Lucas Larriera, Pepa Astelarra    
F: Lucas Turturro 
E: Adrián Martínez
DA: Valeria Martínez 
S: Mercedes Tennina
M: Miguel Tennina 
P: Andrés Martínez Cantó, Eloísa Tarruella, Lucas Larriera, Pepa Astelarra
PE: Andrés Martínez Cantó, Eloísa Tarruella
CP: Proyecto Apollo
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,3wEmphyKYqE,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130036,alunizar_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:18,10/04/2013 16:29,0,0,0,0,,NULL,0,0,0,0
196,12,NULL,NULL,Jack and Diane ,Jack y Diane ,,,75,0,0,0,2012,NULL,"Jack y Diane se encuentran, Jack y Diane se conocen, Jack y Diane se enamoran. Jack es una andrógina skater acostumbrada a la gran ciudad, Diane una bella y candorosa chica de pueblo. De algún modo, y más allá de compartir la anécdota de ser las dos mujeres, la pareja se adapta perfectamente al verso de John Cougar Mellecamp: Jack and Diane, two American kids doing the best they can. Sin embargo, a veces la vida es más mucho más enroscada que un hit ochentoso de los 40 principales. Digamos que Diane tiene una valija llena de secretos y de entre todos ellos el más perturbador es su mala costumbre de mutar en una bestia depredadora cuando el amor aparece con tal fuerza que no puede ponerle riendas.
Tras la conmovedora The Exploding Girl, Bradley Rust Gray se acerca al cine de género otorgando a su filmografía lo que en apariencia podría parecer un giro propio del funambulista más audaz. Sin embargo, la presencia en la producción de su habitual partenaire So Yong Kim, un casting que incluye nombres como Juno Temple o (atención) una gloriosa Kylie Minogue (olviden Holy Motors...) y los segmentos animados a cargo de los Hermanos Quay transforman este film en un must infalible para paladares exquisitos. Fran Gayo 
","Jack and Diane find each other, Jack and Diane meet, Jack and Diane fall in love. Jack is an androgynous skater girl who is used to life in the big city; Diane is a beautiful and innocent small town girl. Somehow, and apart from the two being women, the couple adapts perfectly to John Cougar Mellencamp’s verse: Jack and Diane, two American kids doing the best they can. However, sometimes life is a lot more complicated than an Eighties hit song. Let’s just say Diane has a bag full of secrets, including a very disturbing one involving her becoming a predatory beast each time love bursts in so powerfully she can’t control it. 
Following the moving The Exploding Girl, Bradley Rust Gray approaches genre cinema and gives his filmography what seems to be a turn worthy of the boldest tightrope walker. However, the presence in production credits of his usual partenaire So Yong Kim, a cast that includes Juno Temple or (watch out) a glorious Kylie Minogue (forget about Holy Motors…), as well as the animated segments in charge of the Quay Brothers, they all transform this film into a an infallible must for exquisite pallets. FG
",NULL,110,NULL,1,5,NULL,96,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Juno Temple, Riley Keough, Kylie Minogue","G: Bradley Rust Gray 
F: Anne Misawa
E: Matt Breitenbach, Molle DeBartolo
DA: Matt Marks 
S: Michael Sterkin, 
Kent Sparling 
M: Rachel Fox, Annie Lin
P: Karin Chien, So Yong Kim
PE: Ricardo Costa Reis, Rui Costa Reis, Eliad Josephson, Leonardo Guerra Seràgnoli, Riaz Tyab, Thysson George Williams
CP: Deer Jen Films 

",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,XPF-uOJbW6c,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130192,jack_and_diane_1.jpg,NULL,NULL,NULL,NULL,NULL,13/03/2013 14:58,28/03/2013 15:54,0,0,0,0,,NULL,0,0,0,0
111,12,114,NULL,Años de calle,,Street Years,,13,0,0,0,2013,NULL,"A partir de un taller de fotografía, Alejandra Grinschpun entró en contacto con un grupo de jóvenes en situación de calle en la ciudad de Buenos Aires. Andrés, Rubén, Ismael y Gachi dormían en vagones abandonados, pasaban el tiempo en calles y estaciones de tren, y trataban de hacerse con algo de comida de cualquier forma. A partir de una serie de encuentros –el primero de ellos en 1999– estos jóvenes se van abriendo ante la cámara al tiempo que construyen una compleja relación con quienes están detrás de ella. En posteriores acercamientos, cinco años más tarde y otra vez finalmente en el 2010, esas cuatro vidas toman distintas direcciones, un poco en base a sus capacidades y limitaciones y otro poco dependiendo de los acontecimientos externos que se les aparecen como obstáculos. Más de diez años de vida, resumidos en poco más de una hora, generan un efecto impactante en un documental que no puede dejar a nadie indiferente acerca de la necesidad de hacer algo respecto a una realidad ignorada y asimilada naturalmente por todos. Leandro Listorti
","Alejandra Grinschpun became in contact with a group of young homeless men in Buenos Aires through a photo workshop. Andrés, Rubén, Ismael and Gachi used to sleep in abandoned train cars, spend the time on the streets and in train stations, and tried to come across some food anyway they can. Through a series of encounters –the first one in 1999– these young men start to open up to the camera while establishing a complex relationship with the people behind it. In later meetings, five years later, and again in 2010, these four lives take on different directions, partly due to their abilities and limitations, and partly because of external events that appear as obstacles. More than ten years of their life, summed up in little over an hour, create a shocking impact that won’t let anyone indifferent against the need to do something about a situation that is ignored and naturally assimilated by everyone. LL",NULL,73,NULL,1,11,NULL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gachi Fernández, Rubén Genaro Pinto, 
Andrés Berón, Ismael Fernández","G: Alejandra Grinschpun, Laureano Ladislao Gutiérrez 
F: Melina Terribili
E: Valeria Racioppi 
S: Luciano Fusetti, Sonomondo 
M: Me Darás Mil Hijos
P: Laureano Ladislao Gutiérrez, Alejandra Grinschpun
PE: Laureano Ladislao Gutiérrez
CP: Átomo Media
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Fe7ocfR2ekE,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130041,anos_de_calle_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:21,06/04/2013 04:15,0,0,0,0,,NULL,0,0,0,0
112,4,NULL,NULL,Los tentados,,Tempted,,13,0,0,0,2013,NULL,"Lule y Rama: su vida de pareja se sostiene sobre un difícil equilibrio, siempre a un paso de convertirse en un paraíso o en un infierno, y no debería sorprendernos si en cualquier momento la relación se decanta en alguna de las dos posibilidades. En pleno verano, ambos ensayan sus primeros movimientos como pareja adulta y establecida. Los roles se van definiendo: invitan amigos a cenar, van a la playa, organizan un asado en su casa la noche de Navidad... A veces, y de modo eventual, regresan a viejos códigos con los que mutuamente se ponen a prueba, juegan como chicos, con gestos en los que no falta una agresividad apenas contenida. Los días pasan. Cuando están juntos, una cierta armonía se va incorporando a su convivencia. Sin embargo, todo es muy diferente cuando Rama se queda solo. Tras su invernal ópera prima, Somos nosotros, Mariano Blanco encara un afilado retrato de pareja con el verano marplatense de fondo; un drama que se desplaza con habilidad de la placidez sentimental a la incomodidad, y que confirma el enorme talento de un cineasta dotado para ocultar cargas de profundidad en las situaciones más cotidianas. Fran Gayo","Lule and Rama: their life as a couple is sustained on a difficult balance –always one step away from turning into either heaven or hell. And it shouldn’t surprise us if at some point the relationship turns into either of these possibilities. At the height of summer, they’re both rehearsing their first moves as an adult, established couple. The roles are starting to get defined: they invite friends for dinner, go to the beach, organize a home barbecue on Christmas Eve… Eventually, they go back to old codes they use to test each other, and play like children with gestures that have their share of barely contained aggression. The days go by. When they’re together, a certain harmony reigns in their everyday life. However, things are very different when Rama is left alone. After his winter-set first film, It’s Us, Mariano Blanco delivers a sharp couple portrait with the Mar del Plata summer as a background. A drama that skillfully moves from sentimental pleasantness to awkwardness, and confirms the huge talent of a filmmaker who has the ability to conceal depth charges inside the most common everyday situations. FG",NULL,82,NULL,1,8,NULL,236,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Ramiro Sciallo, Lucía Romera, Javier Abril Rotger, Fany Palmieri","E: Mariano Blanco 
F: Ian Feld
DA: Jerónimo Quevedo, Florencia Clerico
S: Eugenia Brañeiro 
P: Mariano Blanco, Sofía Camdessus, Jerónimo Quevedo
PE: Mariano Blanco, Sofía Camdessus, Jerónimo Quevedo CP: Biaba Cine, Universidad del Cine 
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130257,los_tentados_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:22,27/03/2013 15:43,0,0,0,0,,NULL,0,0,0,0
113,80,NULL,NULL,El amor (primera parte),,Love (Part One),,13,0,0,0,2004,NULL,"Pedro y Sofía, dice la voz en off radial y científica, “primero son felices, después no”. La duración de P y S es cuantificada, pesada y medida por cuatro nombres que hoy, igual de libres y conectados, son el mejor presente del cine argentino (Alejandro Fadel, Martin Mauregui, Santiago Mitre y Juan Schnitman). Pero aun si hubiera sido excepción, El amor (primera parte) corta y pega, con un bricolaje omnisciente de P y S (láminas, intertítulos, mapas, sueños, confesiones, escuchas, y, obvio, canciones), como ninguna otra película argentina. Antes que ocho manos, los cuatro corazones (curtidos, tanto de “primeras partes” como de cinefilia) responsables realizan un falso peritaje de P y S que ha logrado darle al amor una presencia casi física. En su mezcla de instantes, dolores, pulsiones, intimidades y pasiones, El amor… es nuestra película mixtape, hecha de huellas varias, que entienden que ser pesimista, optimista y realista con el amor y todas sus partes es lo más lógico (y no) del planeta. Comprobado científicamente. 

Juan Manuel Domínguez  ","Pedro and Sofía “are happy, and then they’re not”, says the radio-like off-voice. The duration of P and S is quantified, weighted, and measured by four names that stand today –as free and connected as back then– among the finest present situation of Argentine cinema (Alejandro Fadel, Martín Mauregui, Santiago Mitre, and Juan Schnitman). But even if this film would have been the exception, Love (Part One) uses an omniscient DIY to cut and paste P and S (plates, intertitles, maps, dreams, confessions, audios, and, of course, songs) like no other Argentine film has done before. Rather than four sets of hands, these four hearts (hardened by “first parts” and cinephilia) perform a false inspection on P and S that manages to provide love with an almost physical presence. In its mixture of instants, pains, impulses, intimacies, and passions, Love… is our own mix-tape film made of several footprints that understand being pessimistic, optimistic, and realistic about love, and all its parts, is the most logical (and illogical) thing on the planet. Scientifically proved. 

JMD",NULL,110,NULL,1,4,NULL,44,47,48,248,0,0,0,0,0,0,0,0,0,0,,"Leonora Balcarce, Luciano Cáceres","F: Soledad Abot Glenz, Martín Mohadeb, Soledad Rodríguez, Laura Caligiuri
E: Andrés Pepe Estrada
DA: Nuri Garabano, Agustina Liendo
S: Luciano Moreno 
M: Gabriel Chwojnik
P: Mariano Llinás
CP: El Pampero Cine, Universidad del Cine
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130117,el_amor_primera_parte__1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:23,27/03/2013 15:03,0,0,0,0,,NULL,0,0,0,0
114,12,NULL,NULL,Après mai ,Después de mayo,Something in the Air ,,82,0,0,0,2012,NULL,"El título del film indica no sólo el momento concreto en la Historia en que los acontecimientos del film tienen lugar, sino que también puede pensarse como disparador de una pregunta acerca de qué pasa con la juventud, con las revoluciones y con la violencia posterior a Mayo del ‘68.
Cargado de elementos autobiográficos, el nuevo film de Assayas tiene como protagonista a Gilles, un joven estudiante de arte, comprometido social y políticamente, romántico y enamoradizo que, tras haber participado de un episodio de violencia junto a sus compañeros contra la escuela a la que asisten, parte hacia Italia acompañando por un grupo de amigos y su nueva novia. En este viaje aparecen preguntas y reflexiones críticas acerca del terreno de la acción, el problema del lenguaje del arte en relación a la ideología y el lugar que puede ocupar un joven estudiante después de una expresión revolucionaria como la de Mayo del ‘68. Olivier Assayas arroja, sin idealizar, todas estas preguntas, todavía vigentes, sobre el significado y la permanencia de aquel (o este) post-mayo francés. Violeta Bava
","The film’s title refers not only to the actual moment in history where the events featured in the film take place, but it can also be regarded as a trigger for the question about what happens to the youth, the revolutions, and the violence after May ‘68. 
Loaded with autobiographical elements, Assayas’ new film features Gilles, a young art student who is socially and politically committed, romantic and falls easily in love. After having participated in a violent episode together with his classmates against the school they attend to, he travels to Italy with a group of friends and his new girlfriend. During the trip, there will be plenty of questions and reflections about the world of action, the issue of artistic language and ideology, and the role a young student can have after such a revolutionary expression as May ‘68. Without idealizing it, Olivier Assayas throws all these questions, still valid, about the meaning and permanence of that (or this) post-May 1968. VB ",NULL,122,NULL,1,8,NULL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Clément Métayer, Lola Créton, Felix Armand, Carole Combes","G: Olivier Assayas 
F: Eric Gautier
E: Luc Barnier, Mathilde Van de Moortel
DA: François-Renaud Labarthe
S: Nicolas Cantin 
P: Nathanaël Karmitz, 
Charles Gillibert 
CP: MK2
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,8DYuB1PqoGU,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130042,apres_mai_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:24,27/03/2013 14:48,0,0,0,0,,NULL,0,0,0,0
115,80,NULL,NULL,El árbol,, The Tree,,13,0,0,0,2007,NULL,"Una acacia frente a la casa está en riesgo. El padre busca salvarla, la madre descree del intento. El árbol, filmada por Fontán en su casa natal y con sus padres, es mucho más que un árbol: el susurro de las hojas, la luz y sombra del follaje y esa savia que decide el cese o continuar de la vida implican el cine mismo, su estado de riesgo y su subsistencia. Hay allí materia y tiempo, memoria y fragilidad, las imágenes y lo invisible detrás o dentro de ellas. No hay en el cine argentino otra película que opere con tal delicadeza en los intersticios entre los movimientos sutiles y la espera del acontecimiento. Hecha con la paciencia del minucioso orfebre y del jardinero tenaz, El árbol logra modelar un espectador reacio a todo apuro. En el inicio de la trilogía de la luz que seguirían Elegía de abril y La casa, Fontán relanza los poderes del cine en ese estado inicial de contacto entre la cámara, lo puesto ante ella y su misteriosa restitución en la pantalla. Pero no por eso juega a lo primitivo, sino que refinadamente honra un largo legado para que, como en el viejo árbol, siga fluyendo la vital savia en su segundo siglo. 

Eduardo A. Russo","The acacia standing in front of the house is in danger. The father tries to save it, while the mother believes the attempt is of no use. Shot by Fontán in the house where he was born and featuring his own parents, The Tree is much more than a tree: the whispering of leaves, the light and shadow of the foliage, and that sap which decides whether life ends or continues express cinema itself, its state of risk and its subsistence. There is matter and time, memory and fragility, the images and what is invisible behind or inside them. No other film in Argentine cinema operates so delicately on the empty spaces between subtle movements and the waiting before an event. The Tree was made with the patience of a thorough goldsmith and a tenacious gardener, and it shapes a spectator reluctant to be hurried up. At the beginning of the trilogy of light that would later be continued by April Elegy and The House, Fontán re-launches the powers of cinema in that initial state of contact between the camera, what is set in front of it, and its mysterious restitution to the screen. But that doesn’t mean he’s betting on the primitive; he’s making a refined tribute to a long legacy so –like in that old tree– the vital sap of cinema keeps flowing in its second century. 

EAR",NULL,65,NULL,1,2,NULL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Julio Fontán, María Merlino","G: Gustavo Fontán
F: Diego Poleri
E: Marcos Pastor
S: Javier Farina
PE: Stella Maris Czerniakiewicz
CP: Tercera Orilla, INCAA
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130119,el_arbol_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:26,27/03/2013 15:03,0,0,0,0,,NULL,0,0,0,0
116,12,NULL,NULL,Avanti popolo,,,,33,0,0,0,2012,NULL,"Lo primero que hay que decir de la discreta pero genial Avanti popolo, una de las películas políticas más inteligentes del reciente cine latinoamericano, es que su primera decisión política, justamente, reside en la forma y no en el tema elegido. He aquí su fuerza y su sensibilidad, y también su eficacia retórica y su poder persuasivo y emotivo. Su tema es conocido: un desaparecido brasileño, la ausencia-presencia de ese “fantasma” en la vida de su padre, la desesperación del hijo más chico por ayudar a su padre a recuperar su aliento y su deseo. El desenlace, luego dialectizado por un himno socialista y un material de archivo clave, no es otra cosa que un dictamen clarividente: los efectos de la Historia sobre la intimidad perduran como un callo invencible en la subjetividad, un limbo donde el sufrimiento perdura, enmudecido. Y en esto el cine sí cumple una función específica. Que el padre esté interpretado por el gran cineasta, recientemente fallecido, Carlos Reichenbach, y que el papel del hijo esté a cargo del historiador cinematográfico André Gatti redoblan la apuesta y sus lecturas. Roger Koza
","The first thing you have to say about the discreet but genius Avanti popolo –one of the most intelligent political films in recent Latin American cinema– is precisely that its first political decision lies on the form and not the theme. That’s its power and sensitivity, and also its rhetorical efficiency and both emotional and persuasive power. The theme is well known: a Brazilian desaparecido; the absence-presence of that “ghost” in the life of his father; the youngest son’s desperate attempt to help his father regain his breath and desire. The outcome –which is later placed in a dialectic equation with a socialist hymn and some essential archive footage–, is nothing other than a clairvoyant resolution: History’s effects on people’s intimacy endure like invincible calluses in our subjectivity, a limbo where the suffering remains silenced. And cinema does fulfill a specific role here. The fact that the father is played by the recently deceased great filmmaker Carlos Reichenbach, and that film historian André Gatti plays his son, redouble both the film’s bet and its possible interpretations. RK",NULL,72,NULL,1,8,NULL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,"André Gatti, Carlos Reichenbach, 
Eduardo Valente, Marcos Bertoni, Paulo Rigazzi
","G: Michael Wahrmann 
F: Rodrigo Pastoriza
E: Ricardo Alves Jr., Fellipe Barbosa
DA: Ana Paula Cardoso 
S: Daniel Turini, Fernando Henna 
P: Sara Silveira
PE: Maria Ionescu, Renata Moura
CP: Dezenove Films
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,f6UhPeYEpug,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130050,avanti_popolo_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:27,27/03/2013 14:49,0,0,0,0,,NULL,0,0,0,0
117,80,NULL,NULL,Bonanza,,,,13,0,0,0,2003,NULL,"La precuela de este documental es un corto de ficción, Dónde y cómo Oliveira perdió a Achala (1995), que estuvo entre lo más sólido y marginal de las Historias breves que rubricaron la renovación del Nuevo Cine Argentino. Allí Rosell, en alianza con Tambornino y Moreno, encontró a la vera de su ruta a Bonanza Muchinsci y sus hijos Norberto y Verónica, que terminaron siendo actores de aquel corto y de esta aventura. Bonanza, el personaje pero también la película, es tan real como ficcional; es bichero y encantador de serpientes, ratero rutero y ladrón novelesco, chatarrero y pirata de tesoros inverosímiles. Con la justeza del Flaherty de Nanook el esquimal, Rosell sigue a su antihéroe esquivo que está de vuelta, como el Robert Crumb de Crumb y el Nicholas Ray de Nick’s Movie, hundido en un cambio de rumbo y de estado. Y la mirada de Rosell no intenta reducir sus acciones embarradas ni purificar la figura del malandra, sino capturarlo con crudeza en su contradicción, siguiendo un movimiento sentimental, serpentino como la danza de Bonanza para atrapar víboras. 

Diego Trerotola","The prequel to this documentary is a fiction short film, Dónde y cómo Oliveira perdió a Achala (1995), that was among the most solid and marginal entries of the Short Stories that sanctioned New Argentine Cinema’s renovation. In that one, Rosell, together with Tambornino and Moreno, found Bonanza Muchinsci and his children Norberto and Verónica on the road, and they ended up being the actors of that short and also this adventure. Bonanza, the character and the film, is as real as it is fictional. He’s an animal lover and snake charmer, a roadie rodent and fabulous thief, a scrap merchant and a pirate of unlikely treasures. With the precision of Flaherty’s Nanook of the North, Rosell follows his elusive anti-hero who, like Crumb’s Robert Crumb, and Nicholas Ray in Nick’s Movie, has done it all and is submerged in a change of course and state. And Rossell’s eye is not trying to reduce his muddy actions or purify his scoundrel figure. Instead, he harshly captures him in all of his contradictions, in a sentimental movement that is as meandering as Bonanza‘s snake-catching dance. 

DT",NULL,84,NULL,1,2,NULL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Bonanza Muchinsci, Verónica Muchinsci, Norberto Muchinsci","G, P: Ulises Rosell
F: Guillermo Nieto
E: Nicolás Goldbart
S: Federico Esquerro
M: Manu Chao
CP: Fortunato Films
",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130065,bonanza_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:29,27/03/2013 14:52,0,0,0,0,,NULL,0,0,0,0
118,12,NULL,NULL,Abscission (Vaginale VI) ,,,,17,0,0,0,2011,NULL,,,NULL,5,NULL,1,5,NULL,195,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,https://www.tuentrada.com/bafici/Online/default.asp?doWork::WScontent::search=1&BOset::WScontent::SearchCriteria::search_criteria=.bafici20130022,abscission_vaginale_vi__1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:30,27/03/2013 17:50,0,0,0,0,,NULL,0,0,0,0
119,12,NULL,NULL,Adele 1,,,,17,0,0,0,2012,,,,,5,NULL,1,5,NULL,195,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,adele_1_1.jpg,NULL,NULL,NULL,NULL,NULL,12/03/2013 19:32,15/03/2013 17:06,0,0,0,0,,NULL,0,0,0,0
