id_director;name_;bio_es;bio_en;published;filepic1;created_ts;updated_ts
46;Andrea Franco ;"Nacida en Lima, Perú, en 1981, vive y trabaja en Los Angeles, EEUU, donde obtuvo un doble MFA –en Cine y Video y en Artes– en CalArts. Dirigió los cortos Quererte a ti (2009), Al medio día, El super, Amelia y Morena (los tres de 2010) y En Ancón (2012), además del largo documental Paolo (2009).
";Born in Lima, Perú, in 1981, she lives and works in Los Angeles, USA, where she got a double MFA –in Film & Video and Arts– at CalArts. She directed the short films Quererte a ti (2009), Al medio día, El super, Amelia y Morena (all three in 2010) and En Ancón (2012), as well as the documentary feature film Paolo (2009).;1;andrea_franco_1.jpg;2013-03-12 14:24:20;2013-03-12 14:24:20
47;Martín Mauregui;;;1;martin_mauregui_1.jpg;2013-03-12 14:24:23;2013-03-12 14:24:23
48;Santiago Mitre;"Nació en Buenos Aires en 1980. Uno de los cuatro directores de El amor (primera parte) (2004), en solitario dirigió El estudiante (2011). Ambos films se exhiben en la sección Bafici + Fipresci x 15.
";He was born in Buenos Aires in 1980. One of the four directors of El amor (primera parte) (2004), he directed The Student (2011). Both films are screened in the section Bafici + Fipresci x 15.;1;santiago_mitre_1.jpg;2013-03-12 14:25:30;2013-03-26 18:38:57
49;Gustavo Fontán;;;1;gustavo_fontan_1.jpg;2013-03-12 14:25:59;2013-03-15 21:12:13
50;Ulises Rosell;;;1;ulises_rosell_1.jpg;2013-03-12 14:26:13;2013-03-12 14:26:13
51;Mariano Llinás;;;1;mariano_llinas_1.jpg;2013-03-12 14:26:38;2013-03-12 14:26:38
52;Lisandro Alonso;;;1;lisandro_alonso_1.jpg;2013-03-12 14:26:49;2013-03-12 14:26:49
53;Nicolás Prividera;;;1;nicolas_prividera_1.jpg;2013-03-12 14:27:04;2013-03-12 14:27:04
54;Rodrigo Moscoso;;;1;rodrigo_moscoso_1.jpg;2013-03-12 14:27:17;2013-03-12 14:27:17
55;Pablo Trapero;;;1;pablo_trapero_1.jpg;2013-03-12 14:27:31;2013-03-12 14:27:31
56;Carlos Echeverría;;;1;carlos_echeverria_1.jpg;2013-03-12 14:27:51;2013-03-15 21:10:15
57;Ana Poliak;;;1;ana_poliak_1.jpg;2013-03-12 14:28:03;2013-03-15 21:09:36
58;Martín Rejtman;;;1;martin_rejtman_1.jpg;2013-03-12 14:28:35;2013-03-12 14:28:35
59;Gastón Solnicki;"Gastón Solnicki nació en Buenos Aires en 1978. Estudió fotografía en el Centro Internacional de la Fotografía y realización cinematográfica en el Tisch School of the Arts de la Universidad de Nueva York. Su primer largometraje Süden, recibió un Cóndor de Plata y obtuvo una Mención Especial en el BAFICI ' 08. 
Papirosen tuvo su estreno mundial en Locarno y se exhibió en Rotterdam, en la Viennale, Vancouver, Jeonju y en el Museum of the Moving Image, entre otros festivales internacionales. El film recibió el premio a Mejor Película en la competencia Argentina del BAFICI '12, una Mención Especial del Jurado en Edimburgo y el Premio de la diáspora en Jerusalén. Actualmente esta trabajando en su nueva película (que tendrá también una versión teatral) encargada por el Centro de Experimentación del Teatro Colón, alrededor del centenario de ""La Consagración de la Primavera"" de Igor Stravinsky.";;1;gaston_solnicki_1.jpg;2013-03-12 14:28:51;2013-03-25 20:21:14
60;Jeremy Xido ;"Nacido en Detroit, EEUU, se graduó en pintura y literatura en la Universidad de Columbia, y estudió en el Actor’s Studio. Es el codirector artístico de la compañía de cine y teatro Cabula6, con la que ha realizado la serie Crime Europe (2006) y el documental Macondo (2007), además de numerosos cortos.
";Born in Detroit, USA, he graduated in Art and Literature at the University of Columbia, and studied at the Actor’s Studio. He’s the artistic co-director of the film and theater company Cabula6, with which he made the series Crime Europe (2006) and the documentary Macondo (2007), as well as several short films.;1;jeremy_xido_1.jpg;2013-03-12 14:28:58;2013-03-12 14:28:58
61;Diego Lerman;;;1;diego_lerman_1.jpg;2013-03-12 14:29:04;2013-03-12 14:29:04
62;Juliana Reis ;"Nacida en Brasil, vivió entre 1989 y 2005 en Francia, donde escribió y dirigió cortometrajes como Les Enfants de Charbon (1993), Imago (1994) y La Klé (2003). De vuelta en Brasil, escribió guiones para João Jardim y Murilo Salles, entre otros directores. Disparos es su primer largometraje.
";"Born in Brazil, she lived in France between 1989 and 2005, and there she wrote and directed several short films, including Les Enfants de Charbon (1993), Imago (1994) and La Klé (2003). Back in Brazil, she wrote scripts for João Jardim and Murilo Salles, among other directors. AE – Autoexposure is her first film.
";1;juliana_reis_1.jpg;2013-03-12 14:29:51;2013-03-12 14:29:51
63;Jacques Rozier;;;1;jacques_rozier_1.jpg;2013-03-12 14:30:02;2013-03-12 14:30:02
64;Jacques Rivette;;;1;jacques_rivette_1.jpg;2013-03-12 14:30:22;2013-03-12 14:30:22
65;Gabriel Mascaro ;"Nació en Recife, Brasil, en 1983, y se graduó en comunicación social en la Universidad Federal de Pernambuco. Ha realizado los largos documentales KFZ-1348 (2008; codirigido con Marcelo Pedroso), Um lugar ao sol (2009), ambos exhibidos en el Bafici ‘09, y Avenida Brasília Formosa (Bafici ‘10).
";"He was born in Recife, Brazil, in 1983, and graduated in Social Communication at the Pernambuco Federal University. He directed the documentaries The Beetle KFZ-1348 (2008; together with Marcelo Pedroso), High Rise (2009), both screened in Bafici ‘09, and Avenida Brasília Formosa (Bafici ‘10).
";1;gabriel_mascaro_1.jpg;2013-03-12 14:30:29;2013-03-12 14:30:29
66;André S. Labarthe;;;1;andre_s._labarthe_1.jpg;2013-03-12 14:30:39;2013-03-12 14:30:39
67;Hubert Knapp;;;1;hubert_knapp_1.jpg;2013-03-12 14:31:01;2013-03-12 14:31:01
68;Guy Girard;;;1;guy_girard_1.jpg;2013-03-12 14:31:20;2013-03-12 14:31:20
69;Christian Petzold ;"Nació en Hilden, Alemania, en 1960. Estudió letras y teatro en la Universidad Libre de Berlín, y luego cine en la Academia Alemana de Cine y Televisión. Dirigió, entre otros, los largometrajes The State I Am In (2000), Yella (2006; Bafici ‘07), Jerichow (2008; Bafici ‘09) y Barbara (Bafici ‘12).
";"He was born in Hilden, Germany, in 1960. He studied Literature and Theater at the Free University of Berlin, and later Filmmaking at the German Academy of Film and TV. He directed several films, including The State I Am In (2000), Yella (2006; Bafici ‘07), Jerichow (2008; Bafici ‘09) and Barbara (Bafici ‘12).";1;christian_petzold_1.jpg;2013-03-12 14:31:23;2013-03-12 14:31:23
70;Dominik Graf ;"Nacido en Munich, Alemania, en 1952, estudió cine en la Academia de Televisión y Cine de Munich. Desde Der kostbare Gast (1979), ha dirigido más de cincuenta trabajos para cine y televisión, entre ellos The Year of the Cat (1988), The Invincibles (1994), The Red Cockatoo (2006) y The Beloved Sister (2012).
";Born in Munich, Germany, in 1952, he studied Filmmaking at the Film and TV Academy of Munich. Ever since Der kostbare Gast (1979), he has directed more than 50 features for cinema and TV, including The Year of the Cat (1988), The Invincibles (1994), The Red Cockatoo (2006) and The Beloved Sister (2012).;1;dominik_graf_1.jpg;2013-03-12 14:32:24;2013-03-12 14:32:24
71;Nikolas Klement ;"Nacido en Argentina en 1983 Nikolas Klement es ingeniero industrial. Además de Ekpyrosis, su ópera prima, se encuentra preproduciendo La Rueda de Ixión, un documental sobre Asia Central, y en la etapa de postproducción de Métempsycose, otro documental sobre la Isla de Pascua.
";"Born Agustín Laurnagaray in 1983 in Argentina, he’s an industrial engineer. Apart from Ekpyrosis, his first film, he’s currently in pre-production of La Rueda de Ixión, a documentary about Central Asia, and in post-production for Métempsycose, another documentary about the Easter Island.
";1;nikolas_klement_1.jpg;2013-03-12 14:34:02;2013-04-01 23:52:26
72;Petra Costa ;"Nacida en 1983 en Belo Horizonte, Brasil, se graduó como antropóloga en la Universidad de Columbia, en Nueva York, y luego continuó su formación en la Escuela de Economía de Londres. Desde 1996, es actriz de cine y teatro. Dirigió el corto Olhos de ressaca (2009). Elena es su primer largometraje.
";"Born in 1983 in Belo Horizonte, Brazil, she graduated in Anthropology from the University of Columbia, in New York, and later continued her training in the London School of Economics. Since 1996, she’s a film and theater actress. She directed the short film Undertow Eyes (2009). Elena is her first feature-length film.
";1;petra_costa_1.jpg;2013-03-12 14:34:51;2013-03-12 14:34:51
73;Peter Mettler ;"Nació en 1958 en Toronto, Canadá, y estudió cine en la Universidad Ryerson. El Bafici ‘03 le dedicó una retrospectiva que incluyó The Top of His Head (1989), Picture of Light (1994), Balifilm (1997) y Gambling, Gods and LSD (2002). Entre sus trabajos posteriores está Petropolis (2009; Bafici ‘10).
";"He was born in 1958 in Toronto, Canada, and studied Filmmaking at the Ryerson University. The 2003 edition of Bafici held a retrospective of his work that included The Top of His Head (1989), Picture of Light (1994), Balifilm (1997) and Gambling, Gods and LSD (2002). His later works include Petropolis (2009; Bafici ‘10)
";1;peter_mettler_1.jpg;2013-03-12 14:35:51;2013-03-12 14:35:51
74;Beto Brant ;"Nació en Jundiaí, Brasil, en 1964. Dirigió, entre otros largometrajes, O invasor (2002), Crime delicado (2005) y Cão sem dono (2007; con Ciasca), los tres exhibidos en el Bafici.
";"He was born in Jundiaí, Brazil, in 1964. He directed several films, including Trespasser (2002), Delicate Crime (2005) and Cão sem dono (2007; together with Ciasca), all three of them screened in Bafici.
";1;beto_brant_1.jpg;2013-03-12 14:36:34;2013-03-12 14:36:34
75;Renato Ciasca ;"Nacido en San Pablo, Brasil, en 1965, estudió cine y fue productor y coguionista en todos los largometrajes de Beto Brant, además de codirigir con él Cão sem dono (2007; Bafici ‘08).
";"Born in Sao Paulo, Brazil, in 1965, he studied Filmmaking and was a producer and co-writer in every Beto Brant film, as well as a co-director in Cão sem dono (2007; Bafici ‘08).
";1;renato_ciasca_1.jpg;2013-03-12 14:37:17;2013-03-12 14:37:17
76;Jean-Claude Brisseau ;"Nacido en París, Francia, en 1944, fue profesor de francés durante dos décadas antes de dedicarse al cine. Dirigió, entre otros films, La Croiseé des chemins (1975), Noce blanche (1989), Céline (1992), L’Ange noir (1994), Choses secrètes (2002), Les Anges exterminateurs (2006) y À l’aventure (2008).
";Born in Paris, France, in 1944, he was a French teacher for two decades before working in cinema. He directed several films, including La Croiseé des chemins (1975), White Wedding (1989), Céline (1992), The Black Angel (1994), Secret Things (2002), The Exterminating Angels (2006) and À l’aventure (2008).;1;jean-claude_brisseau_1.jpg;2013-03-12 14:51:51;2013-03-12 14:51:51
77;Yulene Olaizola ;"Nacida en el DF mexicano en 1983, estudió en el Centro de Capacitación Cinematográfica. Allí realizó su tesis y ópera prima, el documental Intimidades de Shakespeare y Víctor Hugo (2008), ganadora del Bafici ‘08. En 2011 dirigió su primera ficción, Paraísos artificiales (Bafici ‘11).
";"Born in Mexico City in 1983, she studied at the Film Training Center. There, she made her thesis and first film, the documentary Shakespeare and Victor Hugo’s Intimacies (2008), winner of Bafici ‘08. In 2011 she directed her first fiction film Artificial Paradises (Bafici ‘11).
";1;yulene_olaizola_1.jpg;2013-03-12 14:52:39;2013-03-12 14:52:39
78;Alicia Scherson  ;"Nacida en Santiago de Chile en 1974, se graduó como bióloga antes de estudiar cine en la EICTV cubana y bellas artes en la Universidad de Illinois, en Chicago. Dirigió los largometrajes Play (2005) y Turistas (2009), además de haber producido Verano (J.L. Torres Leiva; Bafici ‘12).
";"Born in Santiago, Chile, in 1974, she graduated in Biology before studying Filmmaking at the EICTV in Cuba and Fine Arts at the University of Illinois, in Chicago. She directed the short films Play (2005) and Tourists (2009), and produced Summer (J.L. Torres Leiva; Bafici ‘12).
";1;alicia_scherson_1.jpg;2013-03-12 14:53:26;2013-03-12 14:53:26
79;Vincenzo Marra ;"Nació en Nápoles, Italia, en 1972. Se desempeñó como fotógrafo deportivo antes de dedicarse al cine. Entre otros films, dirigió Tornando a casa (2001; Mejor Película del Bafici ‘02), Estranei alla massa (2001), Paessaggio a sud (2003), Vento di terra (2004) y L’udienza è aperta (2006; Bafici ‘07).";"He was born in Napes, Italy, in 1972. He worked as a sports photographer before he started making films. He directed several ones, including Sailing Home (2001; Best Film in Bafici ‘02), Estranei alla massa (2001), Paessaggio a sud (2003), Vento di terra (2004) and The Session is Open (2006; Bafici ‘07).";1;vincenzo_marra_1.jpg;2013-03-12 14:57:36;2013-03-25 18:18:59
80;Martín Benchimol ;"Nacido en Buenos Aires en 1985, egresó de la carrera de Diseño de Imagen y Sonido en la UBA, donde ahora da clases de dirección de fotografía. Dirigió los cortometrajes Òga (2008) y Todos despiertos (2009).
";"Born in Buenos Aires in 1985, he graduated in Image and Sound Design at the UBA, where he currently teaches Cinematography. He directed the short films Òga (2008) and Todos despiertos (2009).
";1;martin_benchimol_1.jpg;2013-03-12 14:58:22;2013-03-12 14:58:22
81;Pablo Aparo ;"Nació en Buenos Aires en 1986. Egresado de la carrera de Diseño de Imagen y Sonido de la UBA, además de dirigir varios videoclips y el corto Carmela, editó y produjo Las sucias (B. Gruppalli; Bafici ‘10).
";"He was born in Buenos Aires in 1986. An Image and Sound Design graduate from the UBA, he directed several music videos and the short film Carmela, and produced and edited Las sucias (B. Gruppalli; Bafici ‘10).";1;pablo_aparo_1.jpg;2013-03-12 14:59:31;2013-03-25 19:07:10
82;Corinna Belz ;"Nacida en 1955 en Marburg, Alemania, estudió filosofía, historia del arte y comunicación en Colonia, Zurich y Berlín. Dirigió los largos documentales Life After Microsoft (2001) y Three Wishes, Three Women, One Year (2005; con Bärbel Maiwurm), además del corto Gerhard Richter’s Window (2007).
";"Born in 1955 in Marburg, Germany, she studied Philosophy, Art History and Communication in Koln, Zurich and Berlin. She directed the documentaries Life After Microsoft (2001) and Three Wishes, Three Women, One Year (2005; with Bärbel Maiwurm), as well as the short film Gerhard Richter’s Window (2007).";1;corinna_belz_1.jpg;2013-03-12 15:00:18;2013-03-12 15:00:18
83;Luciano Barcaroli  ;"Nació en Roma, Italia, en 1974. Estudió cine, y realizó junto a Panichi, Daniele Villa y Carlo Hintermann Rosy-Fingered Dawn: a Film on Terrence Malick (2002).
";"He was born in Rome, Italy, in 1974. He studied Filmmaking and directed Rosy-Fingered Dawn: a Film on Terrence Malick (2002) together with Panichi, Daniele Villa and Carlo Hintermann.
";1;luciano_barcaroli_1.jpg;2013-03-12 15:01:20;2013-03-12 15:01:20
84;Gerardo Panichi ;"Nacido en Roma, Italia, en 1972, estudió dirección en Londres y en Nueva York, codirigió con Barcaroli, Daniele Villa y Carlo Hintermann Rosy-Fingered Dawn: a Film on Terrence Malick (2002).
";Born in Rome, Italy, in 1972, he studied Filmmaking in London and New York. He co-directed Rosy-Fingered Dawn: a Film on Terrence Malick (2002), together with Barcaroli, Daniele Villa and Carlo Hintermann.;1;gerardo_panichi_1.jpg;2013-03-12 15:01:56;2013-03-12 15:01:56
85;Thomas Arslan ;"Nacido en Braunschweig, Alemania, en 1962, estudió en la Academia Alemana de Cine y Televisión de Berlín. El Bafici ‘06 le dedicó una retrospectiva que incluyó, entre otros, los largometrajes Dealer (1999) y From Far Away (2005). Vacation se exhibió en el Bafici ‘07 e In the Shadows en el Bafici ‘10.
";He was born in Braunschweig, Germany, in 1962, he studied in the German Academy of Film and TV in Berlin. Bafici ‘06 held a retrospective of his work that included Dealer (1999) and From Far Away (2005). Vacation was screened in Bafici ‘07 and In the Shadows in Bafici ‘10.;1;thomas_arslan_1.jpg;2013-03-12 15:02:42;2013-03-12 15:02:42
86;Lynn Lee ;"Nacida en Singapur en 1973, estudió en la Universidad Nacional de ese país. Junto a James Leong, dirigió los documentales Passabe (2005), Aki Ra’s Boys (2006) y Homeless FC (2007).
";"Born in Singapore in 1973, she studied at the National University of that country. Together with James Leong, she directed the documentaries Passabe (2005), Aki Ra’s Boys (2006) and Homeless FC (2007).
";1;lynn_lee_1.jpg;2013-03-12 15:03:33;2013-03-12 15:03:33
87;James Leong ;"Nació en Hong Kong en 1971, y estudió en la Universidad de Cambridge, Inglaterra. Con Lynn Lee, dirigió los documentales Passabe (2005), Aki Ra’s Boys (2006) y Homeless FC (2007).
";He was born in Hong Kong in 1971, and studied at the University of Cambridge, England. Together with Lynn Lee, he directed the documentaries Passabe (2005), Aki Ra’s Boys (2006) and Homeless FC (2007).;1;james_leong_1.jpg;2013-03-12 15:04:28;2013-03-15 21:13:15
88;Francesco Patierno ;"Nacido en Nápoles, Italia, en 1964, estudió arquitectura y trabajó en publicidad y TV. Debutó como director con el cortometraje Quel giorno (1996), y luego realizó los largometrajes Pater familias (2003), Il mattino ha l’oro in bocca (2008) y Cose dell’altro mondo (2011).
";Born in Naples, Italia, in 1964, he studied Architecture and worked in advertising and TV. He debuted as a filmmaker with the short film Quel giorno (1996), and later directed Pater familias (2003), Il mattino ha l’oro in bocca (2008) and Cose dell’altro mondo (2011).;1;francesco_patierno_1.jpg;2013-03-12 15:06:51;2013-03-12 15:06:51
89;Rachel Leah Jones  ;"Nacida en Berkeley, EEUU, se crió en Tel Aviv, Israel. Se especializó en estudios de raza, clase y género y cursó una maestría en Producción de Media Arts, además de dirigir los documentales 500 Dunam on the Moon (2002), Ashkenaz (2007) y Targeted Citizen (2010).
";"Born in Berkeley, USA, she grew up in Tel Aviv, Israel. She specialized in Race, Class, and Gender Studies and attended an MA course in Media Arts production, apart from directing the documentaries 500 Dunam on the Moon (2002), Ashkenaz (2007) and Targeted Citizen (2010).
";1;rachel_leah_jones_1.jpg;2013-03-12 15:07:47;2013-03-12 15:07:47
90;Margarethe von Trotta ;"Nacida en Berlín en 1942, estudió literatura en Munich y en París. Actuó en varias películas de R.W. Fassbinder y debutó como realizadora con El honor perdido de Katharina Blum (1975; con Volker Schlöndorff). Luego dirigió, entre otros, Rosa Luxemburgo (1986), La promesa (1994) y Vision (2009).
";"Born in Berlin in 1942, she studied Literature in Munich and Paris. She starred in several films by R.W. Fassbinder and debuted as director in The Lost Honor of Katharina Blum (1975; with Volker Schlöndorff). She later directed several films, including Rosa Luxemburg (1986), The Promise (1994) and Vision (2009).";1;margarethe_von_trotta_1.jpg;2013-03-12 15:08:56;2013-03-12 15:08:56
91;Magnus Gertten ;"Nacido en Malmö, Suecia, en 1953, estudió periodismo. Codirector de la productora Auto Images, ha dirigido documentales como Bladarar (1999), True Blue 2 - The Way Back (2002), Get Busy (2004), Rolling Like a Stone (2005) y Long Distance Love (2009).
";Born in Malmö, Sweden, in 1953, he studied Journalism. Co-president of the production company Auto Images, he has directed several documentaries, including Bladarar (1999), True Blue 2 - The Way Back (2002), Get Busy (2004), Rolling Like a Stone (2005) and Long Distance Love (2009).;1;magnus_gertten_1.jpg;2013-03-12 15:09:38;2013-03-12 15:09:38
92;Sophie Huber ;"Nacida en Berna, Suiza, en 1971, estudió actuación en el Instituto Lee Strasberg en Los Ángeles y luego trabajó en cine y teatro en Suiza y Alemania. Cofundadora del colectivo de cine berlinés Hangover, codirigió con Markus Kaiser-Mühlecker el mediometraje documental Wie Gott in Schlierbach (2009).
";"Born in Berne, Switzerland, in 1971, she studied Acting at the Lee Strasberg Institute in Los Angeles and later worked in film and theater in Switzerland and Germany. A co-founder of the Berlin film group Hangover, she co-directed the medium-length documentary Wie Gott in Schlierbach (2009), together with Markus Kaiser-Mühlecker.
";1;sophie_huber_1.jpg;2013-03-12 15:10:43;2013-03-12 15:10:43
93;Robby Elmaliah ;"Nació en Sderot, Israel, en 1980. Músico además de cineasta, se graduó en el Sapir College. Dirigió cuatro cortometrajes durante su carrera, y también los cortos documentales del lado israelí del proyecto Gaza-Sderot, que fue nominado a los premios Emmy internacionales.
";He was born in Sderot, Israel, in 1980. A musician and filmmaker, he graduated at the Sapir College. He directed four short films during his studies, as well as the documentary shorts in the Israeli side of the project Gaza-Sderot, which was nominated for the International Emmys.;1;robby_elmaliah_1.jpg;2013-03-12 15:11:23;2013-03-12 15:11:23
94;Rikiya Imaizumi ;"Nacido en Fukushima, Japón, en 1981, dirigió el documental The Movie of Tama (2010), los mediometrajes Stop Jerking Off (2007), Two-Timer (2009) y Tuesday Girl (2011), y uno de los episodios del largometraje colectivo Virgin (2012).
";"Born in Fukushima, Japan, in 1981, he directed the documentary The Movie of Tama (2010), the medium length films Stop Jerking Off (2007), Two-Timer (2009) and Tuesday Girl (2011), and one of the episodes of the collective film Virgin (2012).
";1;rikiya_imaizumi_1.jpg;2013-03-12 15:12:05;2013-03-12 15:12:05
95;Pedro González-Rubio;"Nacido en 1976 en Bruselas, Bélgica, estudió comunicación y luego cine en la London Film School. En 2005 codirigió con Carlos Armella el documental Toro negro, exhibido ese año en el Bafici. Alamar (2009), su primer película en solitario, ganó la Competencia Internacional del Bafici ‘10. 
";"Born in 1976 in in Brussels, Belgium, he studied Communication and later Filmmaking at the London Film School. In 2005 he co-directed with Carlos Armella the documentary Toro negro, which was screened in Bafici that year. Alamar (2009), his first solo film win the International Competition in Bafici ‘10. 
";1;pedro_gonzalez-rubio_1.jpg;2013-03-12 15:12:48;2013-03-12 15:12:48
96;Bradley Rust Gray ;"Nacido en Ohio, EEUU, en 1971, estudió cine en Londres y Chicago. Trabaja junto a su esposa So Yong Kim, para quien produjo In Between Days (ganadora del Bafici ‘07), Los senderos de la vida (Bafici ‘09) y For Ellen (Bafici ‘12). Como director, realizó Salt (2003) y The Exploding Girl (2009).
";"Born in Ohio, USA, in 1971, he studied Filmmaking in London and Chicago. He works with her wife So Yong Kim, for whom he produced In Between Days (winner of Bafici ‘07), Treeless Mountain (Bafici ‘09) and For Ellen (Bafici ‘12). As a director, he made Salt (2003) and The Exploding Girl (2009).
";1;bradley_rust_gray_1.jpg;2013-03-12 15:13:26;2013-03-12 15:13:26
97;Masahiro Kobayashi ;"Nació en Tokio, Japón, en 1954. El Bafici ‘08 le dedicó una retrospectiva que incluyó Closing Time (1996), Bootleg Film (1999), Man Walking on Snow (2001), Amazing Story (2003), Bashing, Flic (ambas de 2005) y The Rebirth (2007). Luego se exhibieron Where Are You? (Bafici ‘10) y Haru’s Journey (Bafici ‘11).
";He was born in Tokyo, Japan, in 1954. Bafici ‘08 held a retrospective of his work that included Closing Time (1996), Bootleg Film (1999), Man Walking on Snow (2001), Amazing Story (2003), Bashing, Flic (both in 2005) and The Rebirth (2007). The Festival also screened Where Are You? (‘10) and Haru’s Journey (‘11).;1;masahiro_kobayashi_1.jpg;2013-03-12 15:14:22;2013-03-12 15:14:22
98;Veronika Franz ;"Nacida en Viena, Austria en 1965, escribió con Ulrich Seidl los guiones de películas como Import/Export (2007; Bafici ‘08) y la trilogía Paradise. Kern es su debut como directora.
";"Born in Vienna, Austria, in 1965, together with Ulrich Seidl she wrote the screenplays for films like Import/Export (2007; Bafici ‘08) and the Paradise trilogy. Kern is her directorial debut.
";1;veronika_franz_1.jpg;2013-03-12 15:15:10;2013-03-12 15:15:10
99;Severin Fiala ;"Nació en Austria en 1985. Estudió en la Academia de Cine de Viena y trabajó para la Cruz Roja. Codirigió con Ulrike Putzer el corto Elephant Skin (2009; Bafici ‘10). Kern es su primer largometraje. 
";"He was born in Austria in 1985. He studied at the Vienna Film Academy and worked for the Red Cross. Together with Ulrike Putzer he co-directed the short film Elephant Skin (2009; Bafici ‘10). Kern is his first film. ";1;severin_fiala_1.jpg;2013-03-12 15:16:10;2013-03-12 15:16:10
100;Joana Hadjithomas & Khalil Joreige  ;"Nacidos ambos en el Líbano en 1969, han realizado tanto documentales, entre ellos The Lost Film (2003) y Khiam 2000-2007 (2008), como ficciones, entre las que se encuentran Around the Pink House (1999) y A Perfect Day (2005). Su largometraje Je veux voir (2008) se exhibió en el Bafici ‘09. 
";"Born in Lebanon in 1969, they have made documentaries, including The Lost Film (2003) and Khiam 2000-2007 (2008), as well as fiction films, among them Around the Pink House (1999) and A Perfect Day (2005). Their film Je veux voir (2008) was screened in Bafici ‘09. 
";1;joana_hadjithomas__khalil_joreige_1.jpg;2013-03-12 15:20:10;2013-03-12 15:26:29
101;Abbas Kiarostami ;"Nacido en Teherán, Irán, en 1940, dirigió numerosos cortos y, entre otros, los largos Close-up (1990), A través de los olivos (1994) y El sabor de la cereza (1997), incluidos en la retrospectiva integral que le dedicó el Bafici ‘06, Shirin (2008; Bafici ‘09) y Copie conforme (2010; Bafici ‘11).
";"Born in Tehran, Iran, in 1940, he directed many short films; his feature films include Close-up (1990), Through the Olive Trees (1994) and Taste of Cherry (1997), all of them screened at the retrospective of his work held by Bafici ‘06, Shirin (2008; Bafici ‘09) and Certified Copy (2010; Bafici ‘11).";1;abbas_kiarostami_1.jpg;2013-03-12 15:20:51;2013-03-12 15:20:51
102;Alberto Fuguet  ;"Nació en Santiago de Chile en 1964. Ha publicado varios libros, entre los que destacan las novelas Mala onda (1991), Tinta roja (1996) y Las películas de mi vida (2002). Dirigió cortos, videoclips y los largometrajes Se arrienda (2005), Velódromo (Bafici ‘10) y Música campesina (Bafici ‘11).
";"He was born in Santiago, Chile, in 1964. He published several books, including novels Bad Vibes (1991), Tinta roja (1996) and The Movies of my Life (2002), and directed short films, music videos and the feature-length films For Rent (2005), Velódromo (Bafici ‘10) and Country Music (Bafici ‘11).
";1;alberto_fuguet_1.jpg;2013-03-12 15:22:09;2013-03-15 21:08:58
103;Enrique Rivero ;"Nacido en México en 1976, ha trabajado en distintas áreas de la producción cinematográfica. Fue asistente de dirección de Pedro Aguilera en La influencia (Bafici ‘08). Su primer largometraje como director, Parque Vía (2008; Bafici ‘09), ganó el Leopardo de Oro en el Festival de Locarno.
";"Born in Mexico in 1976, he worked in different areas of film production. He was an assistant director for Pedro Aguilera in The Influence (Bafici ‘08). His directorial debut, Parque Via (2008; Bafici ‘09), won the Golden Leopard in the Locarno Film Festival.";1;enrique_rivero_1.jpg;2013-03-12 15:23:14;2013-03-12 15:23:14
104;León Siminiani  ;"Nació en Santander, España, en 1971. Estudió filología hispánica y dirección de cine en la Universidad de Columbia. Realizó, entre otros, los cortos Dos más (2001), Archipiélago (2003), Ludoterapia (2007) y El premio (2011), además de los microdocumentales Conceptos clave del mundo moderno.
";He was born in Santander, Spain, in 1971. He studied Hispanic Philology and Filmmaking at the University of Columbia. He directed several short films, including Dos más (2001), Archipiélago (2003), Ludoterapia (2007) and El premio (2011), as well as the micro-documentaries Conceptos clave del mundo moderno.;1;leon_siminiani_1.jpg;2013-03-12 15:23:59;2013-03-12 15:23:59
105;Matthew Akers  ;"Nacido en Brooklyn, EEUU, se desempeñó como director de fotografía en numerosos documentales y series de TV, como Back in the Hood: Gang War 2 (2004), Circus (2010) y Lemon (2011). También fue productor de la serie Carrier (2008). Marina Abramovic: The Artist Is Present es su primer largometraje.
";"Born in Brooklyn, USA, he served as cinematographer in many documentaries and TV shows, including Back in the Hood: Gang War 2 (2004), Circus (2010) and Lemon (2011). He was also a producer of the series Carrier (2008). Marina Abramovic: The Artist Is Present is his first film.
";1;matthew_akers_1.jpg;2013-03-12 15:24:45;2013-03-12 15:24:45
106;Massimo D’Anolfi ;"Nació en 1974 en Pescara, Italia. Estudió literatura oriental en Nápoles, fundó Montmorency Film junto a Parenti, y codirigió con ella I promessi sposi (2007), Grandi speranze (2009) e Il castello (2011).
";"He was born in 1974 in Pescara, Italy. He studied Eastern Literature in Naples, founded Montmorency Film together with Parenti, and co-directed with her The Betrothed (2007), Great Expectations (2009) and The Castle (2011).
";1;massimo_dranolfi_1.jpg;2013-03-12 15:27:42;2013-03-12 15:27:42
107;Martina Parenti ;"Nacida en Milán, Italia, en 1972, estudió literatura y cine en esa ciudad. Codirigió con D’Anolfi los largometrajes documentales I promessi sposi (2007), Grandi speranze (2009) e Il castello (2011).
";Born in Milano, Italy, in 1972, she studied Literature and Film in that city. She co-directed with D’Anolfi the documentary film The Betrothed (2007), Great Expectations (2009) and The Castle (2011).;1;martina_parenti_1.jpg;2013-03-12 15:28:35;2013-03-12 15:28:35
